,Date,Open,High,Low,Close,Volume,Trading Value,index,Date_1305,Close_1305,diff_1305,Date_1309,Close_1309,diff_1309,Date_1322,Close_1322,diff_1322,Date_1326,Close_1326,diff_1326,Date_1343,Close_1343,diff_1343,Date_1543,Close_1543,diff_1543,Date_1551,Close_1551,diff_1551
0,2018-01-05,5430,5450,5340,5360,317300,5360,0,2018-01-05,1963,-0.004058853373921867,2018-01-05,35300,-0.012587412587412583,2018-01-05,5800.0,-0.028475711892797295,2018-01-05,14150,0.004258339247693366,2018-01-05,1779,-0.011666666666666714,2018-01-05,38100.0,-0.002617801047120394,2018-01-05,5670,-0.020725388601036232
1,2018-01-09,5400,5410,5270,5330,423500,5330,1,2018-01-09,1971,-0.001519756838905817,2018-01-09,35750,0.0014005602240896309,2018-01-09,5970.0,0.008445945945946054,2018-01-09,14090,0.009312320916905481,2018-01-09,1800,-0.00497512437810943,2018-01-09,38200.0,0.021390374331550888,2018-01-09,5790,0.0
2,2018-01-10,5350,5420,5330,5350,355900,5350,2,2018-01-10,1974,0.0015220700152207556,2018-01-10,35700,0.005633802816901401,2018-01-10,5920.0,-0.006711409395973145,2018-01-10,13960,-0.0014306151645206988,2018-01-10,1809,0.0005530973451326471,2018-01-10,37400.0,0.009446693657219951,2018-01-10,5790,0.006956521739130528
3,2018-01-11,5340,5360,5240,5270,318300,5270,3,2018-01-11,1971,0.006125574272588086,2018-01-11,35500,-0.008379888268156388,2018-01-11,5960.0,-0.009966777408637828,2018-01-11,13980,-0.0028530670470755526,2018-01-11,1808,0.0016620498614958734,2018-01-11,37050.0,-0.0040322580645161255,2018-01-11,5750,-0.006908462867012077
4,2018-01-12,5270,5340,5250,5330,371600,5330,4,2018-01-12,1959,-0.003560528992878953,2018-01-12,35800,-0.03112313937753719,2018-01-12,6020.0,-0.024311183144246407,2018-01-12,14020,-0.006378454996456395,2018-01-12,1805,-0.010958904109588996,2018-01-12,37200.0,-0.01326259946949604,2018-01-12,5790,0.005208333333333259
5,2018-01-15,5450,5470,5400,5410,384900,5410,5,2018-01-15,1966,-0.006066734074823055,2018-01-15,36950,-0.0013513513513513375,2018-01-15,6170.0,-0.0016181229773463146,2018-01-15,14110,-0.0007082152974504652,2018-01-15,1825,-0.004364429896344779,2018-01-15,37700.0,-0.01308900523560208,2018-01-15,5760,-0.008605851979345935
6,2018-01-16,5400,5540,5390,5530,264600,5530,6,2018-01-16,1978,0.0015189873417722488,2018-01-16,37000,-0.005376344086021501,2018-01-16,6180.0,0.0,2018-01-16,14120,0.005698005698005604,2018-01-16,1833,-0.005965292841648595,2018-01-16,38200.0,0.024128686327077764,2018-01-16,5810,0.0017241379310344307
7,2018-01-17,5470,5570,5450,5550,301100,5550,7,2018-01-17,1975,0.007139214686384454,2018-01-17,37200,-0.021052631578947323,2018-01-17,6180.0,-0.009615384615384581,2018-01-17,14040,0.0028571428571428914,2018-01-17,1844,-0.012847965738758016,2018-01-17,37300.0,-0.004005340453938633,2018-01-17,5800,-0.0017211703958691649
8,2018-01-18,5590,5590,5390,5410,416700,5410,8,2018-01-18,1961,-0.006585612968591725,2018-01-18,38000,-0.018087855297157618,2018-01-18,6240.0,-0.004784688995215336,2018-01-18,14000,-0.0014265335235378318,2018-01-18,1868,0.009184224743381986,2018-01-18,37450.0,0.006720430107526987,2018-01-18,5810,0.003454231433505983
9,2018-01-19,5440,5460,5350,5390,275200,5390,9,2018-01-19,1974,-0.0010121457489878916,2018-01-19,38700,-0.014012738853503182,2018-01-19,6270.0,-0.006339144215530945,2018-01-19,14020,0.0021443888491778917,2018-01-19,1851,-0.005373455131649663,2018-01-19,37200.0,0.0,2018-01-19,5790,0.0
10,2018-01-22,5390,5410,5340,5370,375200,5370,10,2018-01-22,1976,-0.01002004008016033,2018-01-22,39250,-0.01505646173149311,2018-01-22,6310.0,-0.012519561815336422,2018-01-22,13990,-0.0035612535612535856,2018-01-22,1861,-0.006406833956219993,2018-01-22,37200.0,0.006765899864682012,2018-01-22,5790,-0.013628620102214661
11,2018-01-23,5380,5410,5350,5400,300000,5400,11,2018-01-23,1996,0.006048387096774244,2018-01-23,39850,-0.0012531328320801727,2018-01-23,6390.0,-0.0015625000000000222,2018-01-23,14040,0.0028571428571428914,2018-01-23,1873,-0.0037234042553191404,2018-01-23,36950.0,0.0054421768707482165,2018-01-23,5870,0.0
12,2018-01-24,5460,5510,5350,5370,356900,5370,12,2018-01-24,1984,0.008130081300812941,2018-01-24,39900,0.008849557522123908,2018-01-24,6400.0,-0.004665629860031051,2018-01-24,14000,-0.007092198581560294,2018-01-24,1880,0.0,2018-01-24,36750.0,-0.010767160161507361,2018-01-24,5870,0.00859106529209619
13,2018-01-25,5330,5380,5300,5340,301100,5340,13,2018-01-25,1968,0.003569607343192338,2018-01-25,39550,-0.005031446540880502,2018-01-25,6430.0,-0.009244992295839749,2018-01-25,14100,0.0049893086243764095,2018-01-25,1880,0.005885500267522659,2018-01-25,37150.0,0.012261580381471404,2018-01-25,5820,0.0
14,2018-01-26,5360,5420,5230,5370,426900,5370,14,2018-01-26,1961,-0.0015274949083503575,2018-01-26,39750,0.015325670498084198,2018-01-26,6490.0,0.006201550387596955,2018-01-26,14030,0.008626887131560013,2018-01-26,1869,0.0032206119162641045,2018-01-26,36700.0,0.011019283746556363,2018-01-26,5820,-0.00512820512820511
15,2018-01-29,5330,5400,5310,5330,352600,5330,15,2018-01-29,1964,0.012371134020618513,2018-01-29,39150,0.04400000000000004,2018-01-29,6450.0,0.023809523809523725,2018-01-29,13910,0.010901162790697638,2018-01-29,1863,0.0037715517241379004,2018-01-29,36300.0,0.008333333333333304,2018-01-29,5850,0.005154639175257714
16,2018-01-30,5390,5430,5300,5350,508600,5350,16,2018-01-30,1940,0.011470281543274341,2018-01-30,37500,0.027397260273972712,2018-01-30,6300.0,0.021069692058346856,2018-01-30,13760,-0.005780346820809301,2018-01-30,1856,-0.002686727565824776,2018-01-30,36000.0,0.02127659574468077,2018-01-30,5820,0.006920415224913601
17,2018-01-31,5190,5190,4855,5020,1276800,5020,17,2018-01-31,1918,-0.016914402870322864,2018-01-31,36500,-0.008152173913043459,2018-01-31,6170.0,-0.006441223832528209,2018-01-31,13840,-0.005747126436781658,2018-01-31,1861,-0.0032137118371718953,2018-01-31,35250.0,0.02026049204052094,2018-01-31,5780,0.012259194395796813
18,2018-02-01,5000,5160,5000,5140,806300,5140,18,2018-02-01,1951,0.002569373072970116,2018-02-01,36800,-0.006747638326585648,2018-02-01,6210.0,-0.001607717041800627,2018-02-01,13920,-0.0064239828693790635,2018-02-01,1867,0.0037634408602149616,2018-02-01,34550.0,0.0043604651162789665,2018-02-01,5710,0.0017543859649122862
19,2018-02-02,5130,5170,5090,5120,677800,5120,19,2018-02-02,1946,0.021522309711285992,2018-02-02,37050,0.01091405184174632,2018-02-02,6220.0,0.0,2018-02-02,14010,0.007913669064748108,2018-02-02,1860,0.006493506493506551,2018-02-02,34400.0,-0.017142857142857126,2018-02-02,5700,0.032608695652173836
20,2018-02-05,5000,5030,4955,4960,642100,4960,20,2018-02-05,1905,0.04670329670329676,2018-02-05,36650,0.01947148817802513,2018-02-05,6220.0,0.04537815126050426,2018-02-05,13900,0.00216294160057684,2018-02-05,1848,0.028380634390651194,2018-02-05,35000.0,0.035502958579881616,2018-02-05,5520,0.06769825918762096
21,2018-02-06,4760,4775,4585,4685,788000,4685,21,2018-02-06,1820,-0.002739726027397249,2018-02-06,35950,-0.00277392510402219,2018-02-06,5950.0,-0.04647435897435892,2018-02-06,13870,0.0072621641249093205,2018-02-06,1797,0.010686164229471329,2018-02-06,33800.0,-0.004418262150220897,2018-02-06,5170,-0.007677543186180413
22,2018-02-07,4800,4820,4660,4665,736900,4665,22,2018-02-07,1825,-0.009766684753119925,2018-02-07,36050,0.016925246826516194,2018-02-07,6240.0,0.019607843137254832,2018-02-07,13770,0.011013215859030812,2018-02-07,1778,-0.007258514796203208,2018-02-07,33950.0,0.02413273001508287,2018-02-07,5210,-0.003824091778202643
23,2018-02-08,4670,4725,4630,4690,850500,4690,23,2018-02-08,1843,0.01766979569298721,2018-02-08,35450,0.03958944281524923,2018-02-08,6120.0,0.04436860068259385,2018-02-08,13620,0.0,2018-02-08,1791,0.01243640474844554,2018-02-08,33150.0,0.02472952086553315,2018-02-08,5230,0.017509727626459082
24,2018-02-09,4550,4625,4535,4625,518600,4625,24,2018-02-09,1811,0.010602678571428603,2018-02-09,34100,0.017910447761193993,2018-02-09,5860.0,0.01384083044982698,2018-02-09,13620,0.0,2018-02-09,1769,0.001698754246885592,2018-02-09,32350.0,-0.012213740458015265,2018-02-09,5140,0.0
25,2018-02-13,4695,4695,4550,4570,662300,4570,25,2018-02-13,1792,0.007307476110174349,2018-02-13,33500,-0.026162790697674465,2018-02-13,5780.0,0.01760563380281699,2018-02-13,13620,0.004424778761061843,2018-02-13,1766,0.010297482837528626,2018-02-13,32750.0,0.003062787136294043,2018-02-13,5140,0.03006012024048088
26,2018-02-14,4555,4570,4505,4515,504800,4515,26,2018-02-14,1779,-0.007808142777467886,2018-02-14,34400,-0.01573676680972813,2018-02-14,5680.0,-0.048576214405360085,2018-02-14,13560,-0.00877192982456143,2018-02-14,1748,-0.0005717552887364308,2018-02-14,32650.0,-0.016566265060240948,2018-02-14,4990,-0.003992015968063867
27,2018-02-15,4575,4585,4500,4565,701100,4565,27,2018-02-15,1793,-0.011576626240352828,2018-02-15,34950,-0.004273504273504258,2018-02-15,5970.0,0.027538726333907082,2018-02-15,13680,0.004405286343612369,2018-02-15,1749,-0.00962627406568517,2018-02-15,33200.0,0.010654490106544845,2018-02-15,5010,-0.015717092337917515
28,2018-02-16,4610,4680,4580,4655,662300,4655,28,2018-02-16,1814,-0.021046950890447946,2018-02-16,35100,-0.005665722379603388,2018-02-16,5810.0,0.00868055555555558,2018-02-16,13620,0.0007347538574578039,2018-02-16,1766,-0.01175153889199776,2018-02-16,32850.0,-0.03947368421052633,2018-02-16,5090,-0.019267822736030782
29,2018-02-19,4725,4725,4675,4695,343100,4695,29,2018-02-19,1853,0.006518196632265161,2018-02-19,35300,0.0028409090909091717,2018-02-19,5760.0,-0.01873935264054516,2018-02-19,13610,0.0014716703458426128,2018-02-19,1787,-0.011068068622025473,2018-02-19,34200.0,0.030120481927710774,2018-02-19,5190,-0.0038387715930902067
30,2018-02-20,4665,4700,4620,4675,392100,4675,30,2018-02-20,1841,0.0005434782608695343,2018-02-20,35200,-0.011235955056179803,2018-02-20,5870.0,-0.02003338898163609,2018-02-20,13590,0.0014738393515105752,2018-02-20,1807,0.002774694783573839,2018-02-20,33200.0,-0.022091310751104598,2018-02-20,5210,-0.011385199240986688
31,2018-02-21,4650,4660,4610,4650,599000,4650,31,2018-02-21,1840,0.008219178082191858,2018-02-21,35600,-0.0028011204481792618,2018-02-21,5990.0,0.0,2018-02-21,13570,0.005185185185185182,2018-02-21,1802,0.004459308807134965,2018-02-21,33950.0,0.002954209748892156,2018-02-21,5270,0.003809523809523707
32,2018-02-22,4635,4665,4580,4605,689400,4605,32,2018-02-22,1825,-0.007072905331882429,2018-02-22,35700,0.017094017094017033,2018-02-22,5990.0,0.0,2018-02-22,13500,0.00222717149220486,2018-02-22,1794,-0.009387078961899498,2018-02-22,33850.0,-0.002945508100147265,2018-02-22,5250,0.0
33,2018-02-23,4600,4655,4560,4630,487100,4630,33,2018-02-23,1838,-0.009164420485175184,2018-02-23,35100,-0.0028409090909090606,2018-02-23,5990.0,-0.0180327868852459,2018-02-23,13470,-0.005169867060561328,2018-02-23,1811,-0.009841443411700346,2018-02-23,33950.0,0.0,2018-02-23,5250,0.003824091778202643
34,2018-02-26,4655,4695,4635,4670,491500,4670,34,2018-02-26,1855,-0.008021390374331583,2018-02-26,35200,-0.009845288326300938,2018-02-26,6100.0,0.01836393989983298,2018-02-26,13540,0.0022205773501109416,2018-02-26,1829,0.000547045951859948,2018-02-26,33950.0,-0.008759124087591275,2018-02-26,5230,0.005769230769230749
35,2018-02-27,4765,4835,4720,4795,1454800,4795,35,2018-02-27,1870,0.011904761904761862,2018-02-27,35550,0.011379800853485111,2018-02-27,5990.0,-0.004983388704318914,2018-02-27,13510,0.008961911874533213,2018-02-27,1828,0.01106194690265494,2018-02-27,34250.0,0.008836524300441795,2018-02-27,5200,-0.011406844106463865
36,2018-02-28,4800,4875,4800,4820,1045700,4820,36,2018-02-28,1848,0.01650165016501659,2018-02-28,35150,0.010057471264367734,2018-02-28,6020.0,0.0033333333333334103,2018-02-28,13390,0.005255255255255165,2018-02-28,1808,0.007242339832869149,2018-02-28,33950.0,0.011922503725782407,2018-02-28,5260,0.023346303501945442
37,2018-03-01,4770,4800,4735,4755,666800,4755,37,2018-03-01,1818,0.014508928571428603,2018-03-01,34800,0.01754385964912286,2018-03-01,6000.0,0.010101010101010166,2018-03-01,13320,0.0075642965204236745,2018-03-01,1795,0.006730229949523325,2018-03-01,33550.0,0.04192546583850931,2018-03-01,5140,0.011811023622047223
38,2018-03-02,4650,4690,4635,4645,633900,4645,38,2018-03-02,1792,0.011857707509881354,2018-03-02,34200,0.030120481927710774,2018-03-02,5940.0,0.024137931034482696,2018-03-02,13220,-0.004518072289156572,2018-03-02,1783,0.007914075749010818,2018-03-02,32200.0,0.01577287066246047,2018-03-02,5080,0.025227043390514625
39,2018-03-05,4635,4765,4630,4750,752000,4750,39,2018-03-05,1771,-0.013370473537604455,2018-03-05,33200,-0.004497751124437732,2018-03-05,5800.0,-0.020270270270270285,2018-03-05,13280,-0.0030030030030030463,2018-03-05,1769,-0.0033802816901408184,2018-03-05,31700.0,-0.0031446540880503138,2018-03-05,4955,-0.02075098814229248
40,2018-03-06,4845,4920,4825,4905,642100,4905,40,2018-03-06,1795,0.00729517396184054,2018-03-06,33350,0.003007518796992459,2018-03-06,5920.0,0.010238907849829282,2018-03-06,13320,-0.0022471910112359383,2018-03-06,1775,-0.007825600894354356,2018-03-06,31800.0,0.01273885350318471,2018-03-06,5060,0.005964214711729587
41,2018-03-07,4920,4960,4885,4895,604400,4895,41,2018-03-07,1782,-0.002797985450475604,2018-03-07,33250,0.00605143721633894,2018-03-07,5860.0,0.0,2018-03-07,13350,0.0015003750937734317,2018-03-07,1789,0.002802690582959677,2018-03-07,31400.0,0.0,2018-03-07,5030,-0.013725490196078383
42,2018-03-08,4930,4935,4850,4860,584800,4860,42,2018-03-08,1787,-0.002790178571428603,2018-03-08,33050,-0.01928783382789323,2018-03-08,5860.0,-0.02170283806343909,2018-03-08,13330,-0.0007496251874062887,2018-03-08,1784,0.005070422535211172,2018-03-08,31400.0,-0.0031746031746031633,2018-03-08,5100,0.007905138339920903
43,2018-03-09,4900,4970,4850,4855,768500,4855,43,2018-03-09,1792,-0.0159253157605711,2018-03-09,33700,-0.004431314623338234,2018-03-09,5990.0,-0.004983388704318914,2018-03-09,13340,-0.002243829468960401,2018-03-09,1775,0.0011280315848842815,2018-03-09,31500.0,-0.01869158878504673,2018-03-09,5060,0.01200000000000001
44,2018-03-12,4980,5020,4915,4925,556200,4925,44,2018-03-12,1821,-0.004373974849644635,2018-03-12,33850,0.007440476190476275,2018-03-12,6020.0,0.010067114093959662,2018-03-12,13370,0.0007485029940119681,2018-03-12,1773,0.0016949152542373724,2018-03-12,32100.0,0.0031250000000000444,2018-03-12,5000,-0.017681728880157177
45,2018-03-13,4920,5070,4920,5060,627900,5060,45,2018-03-13,1829,0.003291278113000562,2018-03-13,33600,0.007496251874062887,2018-03-13,5960.0,0.008460236886632888,2018-03-13,13360,-0.0037285607755406236,2018-03-13,1770,-0.006176305446378483,2018-03-13,32000.0,0.0,2018-03-13,5090,0.0019685039370078705
46,2018-03-14,5030,5080,5010,5060,313300,5060,46,2018-03-14,1823,0.001098297638659984,2018-03-14,33350,0.0,2018-03-14,5910.0,0.01025641025641022,2018-03-14,13410,0.006001500375093727,2018-03-14,1781,-0.01055555555555554,2018-03-14,32000.0,0.0031347962382444194,2018-03-14,5080,-0.0019646365422396617
47,2018-03-15,5090,5220,5070,5190,720900,5190,47,2018-03-15,1821,0.002753303964757814,2018-03-15,33350,-0.002989536621823663,2018-03-15,5850.0,-0.010152284263959421,2018-03-15,13330,0.0075585789871503994,2018-03-15,1800,-0.0027700831024930483,2018-03-16,31900.0,0.0,2018-03-15,5090,0.0019685039370078705
48,2018-03-16,5170,5180,5090,5110,645300,5110,48,2018-03-16,1816,0.01057317751808573,2018-03-16,33450,0.03400309119010814,2018-03-16,5910.0,0.0,2018-03-16,13230,0.006849315068493178,2018-03-16,1805,0.008379888268156499,2018-03-19,31900.0,0.006309148264984188,2018-03-16,5080,0.007936507936507908
49,2018-03-19,5060,5060,4970,4990,393100,4990,49,2018-03-19,1797,0.002790178571428603,2018-03-19,32350,0.01569858712715866,2018-03-19,5910.0,0.008532423208191142,2018-03-19,13140,-0.008301886792452806,2018-03-19,1790,-0.0027855153203342198,2018-03-20,31700.0,-0.007824726134585291,2018-03-19,5040,0.008000000000000007
50,2018-03-20,4935,4940,4885,4915,454000,4915,50,2018-03-20,1792,-0.00720221606648197,2018-03-20,31850,-0.007788161993769416,2018-03-20,5860.0,0.0,2018-03-20,13250,-0.006001500375093727,2018-03-20,1795,-0.002777777777777768,2018-03-22,31950.0,0.009478672985782088,2018-03-20,5000,-0.001996007984031989
51,2018-03-22,4860,4955,4855,4940,340000,4940,51,2018-03-22,1805,0.03914795624640188,2018-03-22,32100,0.037156704361873905,2018-03-22,5860.0,0.015597920277296451,2018-03-22,13330,0.0022556390977443996,2018-03-22,1800,0.008403361344537785,2018-03-23,31650.0,0.019323671497584627,2018-03-22,5010,0.03298969072164959
52,2018-03-23,4800,4865,4690,4700,693800,4700,52,2018-03-23,1737,-0.005154639175257714,2018-03-23,30950,-0.03281250000000002,2018-03-23,5770.0,0.012280701754386003,2018-03-23,13300,-0.005979073243647215,2018-03-23,1785,0.0045019696117050145,2018-03-26,31050.0,-0.001607717041800627,2018-03-23,4850,0.011470281543274341
53,2018-03-26,4650,4780,4640,4745,913300,4745,53,2018-03-26,1746,-0.025669642857142905,2018-03-26,32000,-0.01538461538461533,2018-03-26,5700.0,-0.020618556701030966,2018-03-26,13380,-0.010355029585798814,2018-03-26,1777,-0.0033651149747616627,2018-03-27,31100.0,-0.011128775834658211,2018-03-26,4795,-0.01741803278688525
54,2018-03-27,4790,4865,4770,4865,736200,4865,54,2018-03-27,1792,-0.000557724484104849,2018-03-27,32500,0.012461059190031154,2018-03-27,5820.0,0.015706806282722585,2018-03-27,13520,0.005952380952380931,2018-03-27,1783,-0.006131549609810438,2018-03-28,31450.0,-0.004746835443038,2018-03-27,4880,0.0030832476875641834
55,2018-03-28,4780,4810,4740,4805,630000,4805,55,2018-03-28,1793,-0.0022259321090706274,2018-03-28,32100,0.0031250000000000444,2018-03-28,5730.0,0.012367491166077826,2018-03-28,13440,0.0014903129657228842,2018-03-28,1794,-0.006094182825484795,2018-03-29,31600.0,0.019354838709677358,2018-03-28,4865,-0.012182741116751217
56,2018-03-29,4875,4985,4875,4955,785900,4955,56,2018-03-29,1797,-0.006084070796460228,2018-03-29,32000,-0.004665629860031051,2018-03-29,5660.0,-0.047138047138047146,2018-03-29,13420,0.006751687921980443,2018-03-29,1805,0.0005543237250553723,2018-03-30,31000.0,-0.0064102564102563875,2018-03-29,4925,-0.03241650294695486
57,2018-03-30,5020,5060,4945,5040,602800,5040,57,2018-03-30,1808,0.0038867295946696245,2018-03-30,32150,-0.0031007751937984773,2018-03-30,5940.0,0.024137931034482696,2018-03-30,13330,-0.0052238805970149516,2018-03-30,1804,-0.0033149171270717703,2018-04-02,31200.0,0.024630541871921263,2018-03-30,5090,0.005928853754940677
58,2018-04-02,5080,5080,4995,5000,484800,5000,58,2018-04-02,1801,0.003342618384401197,2018-04-02,32250,-0.0030911901081916993,2018-04-02,5800.0,-0.016949152542372836,2018-04-02,13400,0.010558069381598756,2018-04-02,1810,-0.000552181115405892,2018-04-03,30450.0,0.006611570247933907,2018-04-02,5060,0.007968127490039834
59,2018-04-03,4990,5100,4980,5040,751800,5040,59,2018-04-03,1795,-0.0022234574763757564,2018-04-03,32350,0.01569858712715866,2018-04-04,5900.0,-0.013377926421404673,2018-04-03,13260,-0.016320474777448024,2018-04-03,1811,-0.002753303964757703,2018-04-04,30250.0,-0.0016501650165016146,2018-04-03,5020,0.007021063189568633
60,2018-04-04,5050,5180,5030,5130,822500,5130,60,2018-04-04,1799,-0.010451045104510448,2018-04-04,31850,-0.009331259720062213,2018-04-06,5980.0,0.006734006734006703,2018-04-04,13480,0.015825169555388152,2018-04-04,1816,-0.0016492578339747377,2018-04-05,30300.0,0.014056224899598346,2018-04-04,4985,-0.002002002002001957
61,2018-04-05,5200,5250,5170,5210,591500,5210,61,2018-04-05,1818,0.0033112582781456013,2018-04-05,32150,0.006259780907668322,2018-04-09,5940.0,0.0033783783783782884,2018-04-05,13270,-0.015578635014836806,2018-04-05,1819,0.011117287381878782,2018-04-06,29880.0,0.0,2018-04-05,4995,0.003012048192771122
62,2018-04-06,5220,5270,5190,5200,597800,5200,62,2018-04-06,1812,-0.00439560439560438,2018-04-06,31950,-0.0015625000000000222,2018-04-10,5920.0,0.003389830508474523,2018-04-06,13480,0.005970149253731405,2018-04-06,1799,-0.008269018743109147,2018-04-09,29880.0,-0.01059602649006619,2018-04-06,4980,0.00809716599190291
63,2018-04-09,5200,5290,5170,5240,455800,5240,63,2018-04-09,1820,-0.003285870755750264,2018-04-09,32000,-0.01538461538461533,2018-04-11,5900.0,0.01724137931034475,2018-04-09,13400,-0.00960827790096086,2018-04-09,1814,-0.008201202843083677,2018-04-10,30200.0,-0.014681892332789603,2018-04-09,4940,-0.002020202020202033
64,2018-04-10,5240,5350,5240,5240,559100,5240,64,2018-04-10,1826,0.0027457440966502933,2018-04-10,32500,-0.02108433734939763,2018-04-12,5800.0,-0.013605442176870763,2018-04-10,13530,-0.004415011037527616,2018-04-10,1829,0.007158590308369961,2018-04-11,30650.0,-0.02076677316293929,2018-04-10,4950,0.0040567951318457585
65,2018-04-11,5200,5220,5020,5090,593800,5090,65,2018-04-11,1821,0.005521811154058476,2018-04-11,33200,-0.005988023952095856,2018-04-13,5880.0,0.0,2018-04-11,13590,-0.005852231163130939,2018-04-11,1816,-0.0038398244651672853,2018-04-12,31300.0,0.0016000000000000458,2018-04-11,4930,0.004073319755600879
66,2018-04-12,5110,5210,5110,5180,533300,5180,66,2018-04-12,1811,-0.007127192982456121,2018-04-12,33400,0.004511278195488799,2018-04-16,5880.0,-0.006756756756756799,2018-04-12,13670,0.004408523144746601,2018-04-12,1823,0.005515719801434171,2018-04-13,31250.0,-0.0234375,2018-04-12,4910,-0.006072874493927127
67,2018-04-13,5210,5230,5150,5170,413400,5170,67,2018-04-13,1824,-0.003278688524590123,2018-04-13,33250,0.032608695652173836,2018-04-17,5920.0,0.034965034965035,2018-04-13,13610,0.0,2018-04-13,1813,0.007222222222222241,2018-04-16,32000.0,-0.03469079939668174,2018-04-13,4940,0.006109979633401208
68,2018-04-16,5160,5180,5120,5140,319600,5140,68,2018-04-16,1830,0.0038398244651673963,2018-04-16,32200,0.0031152647975076775,2018-04-18,5720.0,-0.01718213058419249,2018-04-16,13610,-0.00293040293040292,2018-04-16,1800,-0.0016638935108153063,2018-04-17,33150.0,-0.010447761194029903,2018-04-16,4910,0.008213552361396204
69,2018-04-17,5160,5180,5120,5150,340400,5150,69,2018-04-17,1823,-0.011388286334056419,2018-04-17,32100,0.006269592476489061,2018-04-19,5820.0,-0.011884550084889645,2018-04-17,13650,0.0,2018-04-17,1803,-0.009340659340659307,2018-04-18,33500.0,-0.017595307917888547,2018-04-17,4870,-0.00915564598168872
70,2018-04-18,5190,5230,5150,5210,256500,5210,70,2018-04-18,1844,-0.0010834236186348933,2018-04-18,31900,-0.0015649452269170805,2018-04-20,5890.0,-0.0016949152542372614,2018-04-18,13650,-0.008714596949891074,2018-04-18,1820,-0.001645639056500281,2018-04-19,34100.0,-0.0014641288433382416,2018-04-18,4915,-0.005060728744939236
71,2018-04-19,5240,5250,5120,5140,362300,5140,71,2018-04-19,1846,-0.0010822510822511289,2018-04-19,31950,0.0,2018-04-23,5900.0,-0.011725293132328285,2018-04-19,13770,0.0036443148688045657,2018-04-19,1823,-0.0016429353778751876,2018-04-20,34150.0,0.004411764705882337,2018-04-19,4940,0.0010131712259371373
72,2018-04-20,5100,5150,5090,5110,458200,5110,72,2018-04-20,1848,0.001626016260162677,2018-04-20,31950,0.0,2018-04-24,5970.0,0.015306122448979664,2018-04-20,13720,0.00512820512820511,2018-04-20,1826,-0.002730748225013624,2018-04-23,34000.0,0.05263157894736836,2018-04-20,4935,-0.010030090270812475
73,2018-04-23,5140,5150,5070,5090,458100,5090,73,2018-04-23,1845,-0.0112540192926045,2018-04-23,31950,-0.015408320493066285,2018-04-25,5880.0,0.01379310344827589,2018-04-23,13650,-0.0036496350364964014,2018-04-23,1831,-0.004350190320826508,2018-04-24,32300.0,0.0,2018-04-23,4985,-0.010912698412698374
74,2018-04-24,5120,5170,5070,5160,325600,5160,74,2018-04-24,1866,0.0016103059581320522,2018-04-24,32450,-0.007645259938837912,2018-04-26,5800.0,0.005199306759098743,2018-04-24,13700,0.009579955784819516,2018-04-24,1839,0.0,2018-04-25,32300.0,-0.009202453987730008,2018-04-24,5040,-0.0039525691699604515
75,2018-04-25,5160,5190,5110,5130,327600,5130,75,2018-04-25,1863,-0.002142474558114671,2018-04-25,32700,0.013953488372093092,2018-04-27,5770.0,-0.003454231433506094,2018-04-25,13570,-0.013090909090909042,2018-04-25,1839,-0.0027114967462038564,2018-04-26,32600.0,-0.01062215477996964,2018-04-25,5060,0.01200000000000001
