"2018-01-04","5460","5600","5460","5570","890","5570"
"2018-01-05","5570","5800","5570","5800","1880","5800"
"2018-01-09","5850","5970","5850","5970","1860","5970"
"2018-01-10","6010","6050","5880","5920","1450","5920"
"2018-01-11","6020","6100","5960","5960","400","5960"
"2018-01-12","6060","6090","6010","6020","540","6020"
"2018-01-15","6080","6170","6060","6170","1000","6170"
"2018-01-16","6170","6180","6100","6180","880","6180"
"2018-01-17","6180","6280","6090","6180","1490","6180"
"2018-01-18","6190","6340","6190","6240","670","6240"
"2018-01-19","6290","6320","6170","6270","760","6270"
"2018-01-22","6270","6340","6230","6310","220","6310"
"2018-01-23","6350","6400","6350","6390","1790","6390"
"2018-01-24","6390","6440","6390","6400","1030","6400"
"2018-01-25","6450","6450","6360","6430","1340","6430"
"2018-01-26","6440","6500","6440","6490","1860","6490"
"2018-01-29","6540","6560","6450","6450","3050","6450"
"2018-01-30","6440","6440","6210","6300","2110","6300"
"2018-01-31","6200","6290","6100","6170","1040","6170"
"2018-02-01","6170","6350","6160","6210","190","6210"
"2018-02-02","6210","6220","6150","6220","370","6220"
"2018-02-05","6020","6220","5900","6220","1540","6220"
"2018-02-06","5920","6240","5880","5950","2650","5950"
"2018-02-07","5970","6250","5970","6240","960","6240"
"2018-02-08","6230","6230","6120","6120","30","6120"
"2018-02-09","5720","6020","5720","5860","570","5860"
"2018-02-13","5760","5840","5760","5780","930","5780"
"2018-02-14","5780","5780","5590","5680","310","5680"
"2018-02-15","5780","5980","5780","5970","130","5970"
"2018-02-16","5960","5960","5700","5810","380","5810"
"2018-02-19","5810","5810","5720","5760","380","5760"
"2018-02-20","5760","5880","5740","5870","280","5870"
"2018-02-21","5870","5990","5870","5990","70","5990"
"2018-02-22","5900","5990","5890","5990","60","5990"
"2018-02-23","5990","5990","5990","5990","350","5990"
"2018-02-26","5990","6100","5990","6100","250","6100"
"2018-02-27","6090","6090","5990","5990","580","5990"
"2018-02-28","6000","6190","6000","6020","300","6020"
"2018-03-01","6010","6010","5980","6000","100","6000"
"2018-03-02","5900","5940","5800","5940","490","5940"
"2018-03-05","5800","5800","5800","5800","120","5800"
"2018-03-06","5790","5920","5790","5920","20","5920"
"2018-03-07","5850","5860","5850","5860","270","5860"
"2018-03-08","5880","5880","5860","5860","30","5860"
"2018-03-09","5900","5990","5900","5990","100","5990"
"2018-03-12","6000","6020","5920","6020","60","6020"
"2018-03-13","5970","5970","5960","5960","20","5960"
"2018-03-14","6020","6020","5910","5910","110","5910"
"2018-03-15","5850","5850","5850","5850","10","5850"
"2018-03-16","5910","5910","5910","5910","10","5910"
"2018-03-19","5910","5910","5910","5910","50","5910"
"2018-03-20","5910","5910","5850","5860","360","5860"
"2018-03-22","5850","5860","5840","5860","200","5860"
"2018-03-23","5820","5840","5740","5770","2140","5770"
"2018-03-26","5600","5720","5600","5700","700","5700"
"2018-03-27","5850","5860","5810","5820","80","5820"
"2018-03-28","6000","6000","5720","5730","210","5730"
"2018-03-29","5640","5730","5640","5660","40","5660"
"2018-03-30","5940","5940","5940","5940","50","5940"
"2018-04-02","5840","5840","5730","5800","110","5800"
"2018-04-04","5900","5900","5900","5900","130","5900"
"2018-04-06","5980","5980","5980","5980","10","5980"
"2018-04-09","5940","5940","5940","5940","50","5940"
"2018-04-10","5930","5930","5830","5920","70","5920"
"2018-04-11","5820","5900","5800","5900","80","5900"
"2018-04-12","5900","5900","5800","5800","130","5800"
"2018-04-13","5800","5930","5800","5880","60","5880"
"2018-04-16","5880","5880","5880","5880","40","5880"
"2018-04-17","5920","5920","5880","5920","30","5920"
"2018-04-18","5720","5720","5720","5720","10","5720"
"2018-04-19","5770","5860","5770","5820","30","5820"
"2018-04-20","5720","5890","5720","5890","130","5890"
"2018-04-23","5900","5900","5890","5900","140","5900"
"2018-04-24","5900","5970","5900","5970","120","5970"
"2018-04-25","5900","5900","5800","5880","40","5880"
"2018-04-26","5960","5960","5800","5800","30","5800"
"2018-04-27","5800","5800","5770","5770","40","5770"
"2018-05-01","5930","5930","5790","5790","90","5790"
"2018-05-02","5790","5890","5790","5800","230","5800"
"2018-05-07","5980","5980","5800","5800","50","5800"
"2018-05-08","5800","5880","5800","5870","140","5870"
"2018-05-09","5930","5930","5720","5920","150","5920"
"2018-05-10","5820","5900","5820","5900","30","5900"
"2018-05-11","5960","5960","5960","5960","10","5960"
"2018-05-14","5860","5940","5780","5890","380","5890"
"2018-05-15","5860","5870","5800","5870","90","5870"
"2018-05-16","5810","5870","5810","5870","190","5870"
"2018-05-17","5860","5950","5860","5950","120","5950"
"2018-05-18","5950","5950","5890","5890","30","5890"
"2018-05-21","5890","5950","5870","5890","180","5890"
"2018-05-22","5920","5970","5890","5960","150","5960"
"2018-05-23","5990","5990","5880","5880","100","5880"
"2018-05-24","5880","5880","5870","5870","390","5870"
"2018-05-25","5860","5860","5820","5820","90","5820"
"2018-05-28","5830","5940","5830","5940","30","5940"
"2018-05-29","5950","5950","5940","5940","40","5940"
"2018-05-30","5790","5910","5780","5910","180","5910"
"2018-05-31","5910","5910","5770","5890","220","5890"
"2018-06-01","5940","5940","5940","5940","50","5940"
"2018-06-04","5950","5950","5950","5950","170","5950"
"2018-06-05","5950","5950","5860","5860","30","5860"
"2018-06-06","5870","5900","5870","5890","30","5890"
"2018-06-07","5870","5940","5860","5860","50","5860"
"2018-06-08","5940","5940","5870","5870","20","5870"
"2018-06-12","5900","5900","5900","5900","30","5900"
"2018-06-13","5900","5900","5870","5890","60","5890"
"2018-06-14","5930","5930","5860","5860","70","5860"
"2018-06-15","5660","5790","5660","5710","1210","5710"
"2018-06-18","5710","5770","5700","5770","140","5770"
"2018-06-19","5700","5710","5650","5670","180","5670"
"2018-06-20","5630","5720","5610","5720","150","5720"
"2018-06-21","5680","5680","5680","5680","10","5680"
"2018-06-22","5680","5770","5680","5680","30","5680"
"2018-06-25","5890","5890","5710","5710","30","5710"
"2018-06-26","5660","5660","5650","5650","120","5650"
"2018-06-27","5630","5630","5600","5600","80","5600"
"2018-06-28","5600","5600","5580","5580","70","5580"
"2018-06-29","5520","5600","5500","5510","160","5510"
"2018-07-02","5470","5500","5470","5500","100","5500"
"2018-07-03","5500","5890","5500","5880","630","5880"
"2018-07-04","5540","5600","5250","5600","290","5600"
"2018-07-05","5310","5690","5310","5400","150","5400"
"2018-07-06","5440","5440","5390","5390","110","5390"
"2018-07-09","5790","5990","5230","5600","1440","5600"
"2018-07-10","5760","5760","5550","5640","100","5640"
"2018-07-11","5340","5400","5340","5400","100","5400"
"2018-07-12","5300","5400","5290","5400","210","5400"
"2018-07-13","5390","5390","5220","5220","820","5220"
"2018-07-17","5160","5220","5070","5220","470","5220"
"2018-07-18","5190","5230","5190","5230","50","5230"
"2018-07-19","5330","5520","5330","5490","180","5490"
"2018-07-20","5380","5380","5380","5380","10","5380"
"2018-07-23","5380","5400","5380","5380","70","5380"
"2018-07-24","5380","5400","5380","5400","50","5400"
"2018-07-25","5400","5400","5400","5400","10","5400"
"2018-07-26","5290","5400","5290","5400","40","5400"
"2018-07-30","5400","5400","5390","5400","230","5400"
"2018-07-31","5400","5400","5400","5400","130","5400"
"2018-08-01","5340","5390","5340","5350","110","5350"
"2018-08-02","5350","5350","5350","5350","170","5350"
"2018-08-03","5290","5290","5260","5260","100","5260"
"2018-08-06","5230","5230","5230","5230","80","5230"
"2018-08-07","5220","5260","5220","5260","90","5260"
"2018-08-08","5250","5250","5220","5220","40","5220"
"2018-08-09","5220","5220","5200","5220","190","5220"
"2018-08-10","5220","5220","5220","5220","60","5220"
"2018-08-13","5220","5300","5220","5300","110","5300"
"2018-08-15","5300","5300","5300","5300","40","5300"
"2018-08-16","5210","5210","5180","5180","140","5180"
"2018-08-17","5180","5200","5180","5180","70","5180"
"2018-08-20","5180","5180","5100","5180","90","5180"
"2018-08-21","5180","5180","5180","5180","40","5180"
"2018-08-23","5270","5270","5270","5270","10","5270"
"2018-08-27","5360","5400","5260","5300","180","5300"